precinct_id,avg_biss,avg_abughazaleh,avg_fine,avg_simmons,avg_amiwala,avg_huynh,avg_andrew,pct_biss_wins,pct_fine_wins,pct_abughazaleh_wins
MCHENRY:ALG 15,28.503317,17.521019,27.078087,6.9310379,6.7841306,3.630012,9.5521908,51.818001,43.75,4.4320002
LAKE:WAUCONDA 344,28.662956,17.091036,27.68383,6.7779398,6.6472406,3.5516148,9.5851946,50.549,45.830002,3.6210001
LAKE:WAUCONDA 350,28.663406,17.06683,27.859035,6.807364,6.6415939,3.4479501,9.5139828,50.101002,46.515999,3.3829999
MCHENRY:ALG 61,28.958372,17.199329,27.220163,7.0534945,6.3836055,3.7880008,9.3974781,53.390999,42.924,3.6849999
LAKE:ELA 89,29.024328,16.335827,28.314774,7.1214151,6.0727291,3.6701431,9.4608583,50.162998,47.247002,2.5899999
LAKE:ELA 79,29.141399,16.326044,28.570318,6.8079572,6.1732869,3.5318646,9.4490795,49.736,47.827,2.437
MCHENRY:ALG 24,28.810314,17.209387,27.081137,6.8777385,6.543869,3.8519104,9.6258497,53.458,42.709,3.8329999
LAKE:VERNON 285,37.533943,20.411726,19.328417,9.478054,4.6744618,4.3152499,4.258101,94.477997,3.171,2.3510001
MCHENRY:ALG 20,28.57069,17.553373,27.046091,7.0142002,6.7300105,3.6216965,9.4638767,52.320999,43.23,4.4489999
MCHENRY:ALG 44,28.731165,17.229258,27.47369,7.0749493,6.5177588,3.5816412,9.3915548,51.585999,44.625,3.789
MCHENRY:ALG 45,28.582201,17.344484,27.543306,6.8230281,6.755415,3.4612296,9.490057,50.741001,45.32,3.9389999
LAKE:ELA 88,29.038879,16.182953,28.425169,7.223938,5.9839182,3.6864927,9.4583759,49.862,47.741001,2.3970001
MCHENRY:ALG 1,29.145947,16.854979,27.679497,6.8228507,6.2883534,3.7547505,9.4537296,52.797001,44.069,3.1340001
MCHENRY:ALG 13,28.863237,16.637579,27.890287,6.9867296,6.2963238,3.7242281,9.6015978,50.842999,46.099998,3.0569999
LAKE:VERNON 284,30.189051,28.40733,15.716315,10.583139,6.3511209,4.6467609,4.1059327,55.485001,3.187,41.328999
MCHENRY:ALG 38,28.668137,16.841032,27.448921,7.1215997,6.4012747,3.8459275,9.6729546,51.615002,44.986,3.3989999
MCHENRY:ALG 63,29.036604,16.687675,28.19636,6.8483605,6.3254671,3.5087023,9.396925,50.548,46.612999,2.839
MCHENRY:ALG 17,28.666393,17.065508,27.672916,6.8236861,6.6331062,3.5557868,9.5830564,50.722,45.799999,3.4779999
LAKE:ELA 81,28.844618,16.643984,27.89286,6.9617682,6.3317852,3.7092967,9.6156883,51.018002,45.978001,3.0039999
MCHENRY:ALG 29,28.354786,17.874767,26.315115,7.1180482,6.8916717,3.8342223,9.611515,53.852001,40.866001,5.2820001
MCHENRY:ALG 10,28.594118,17.523453,26.9389,6.8732429,6.7538199,3.7307291,9.5857201,52.866001,42.653999,4.48
MCHENRY:ALG 43,28.604214,17.285187,27.393412,7.0242991,6.6229897,3.5859606,9.4839716,51.348999,44.764999,3.8859999
LAKE:VERNON 289,37.083046,20.969021,19.099567,9.3451977,5.1233754,4.0585709,4.3214111,93.640999,3.3080001,3.0510001
MCHENRY:ALG 37,29.00469,16.395485,28.102762,7.05937,6.1259937,3.7602289,9.5517883,51.049999,46.338001,2.612
LAKE:VERNON 275,37.999348,19.961203,19.672592,9.4376287,4.5163727,4.2402773,4.172575,95.095001,3.085,1.8200001
MCHENRY:ALG 46,28.766918,16.884239,27.993027,6.8593125,6.4995117,3.4960127,9.500967,50.283001,46.576,3.141
MCHENRY:ALG 33,28.963644,16.38829,28.255898,6.8658915,6.2447395,3.6692648,9.6123228,50.115002,47.237,2.648
MCHENRY:ALG 34,28.782045,16.929541,27.908749,6.7558002,6.5463853,3.5261147,9.5514841,50.494999,46.203999,3.3010001
MCHENRY:ALG 31,28.634281,17.379213,27.148304,6.8850598,6.7016044,3.6865401,9.5651789,52.354,43.618999,4.027
LAKE:WAUCONDA 346,28.626862,17.481174,27.348698,6.8741317,6.7516327,3.4971437,9.4202328,51.436001,44.374001,4.1900001
MCHENRY:ALG 6,28.905184,17.040684,27.221024,6.9805431,6.4020338,3.871743,9.5790691,53.397999,43.044998,3.5569999
MCHENRY:ALG 23,29.186104,16.431477,28.332487,6.7051425,6.2079244,3.6236191,9.513381,50.77,46.714001,2.516
MCHENRY:ALG 40,28.479933,17.42189,26.921659,7.1025486,6.6771708,3.7802491,9.6165037,52.499001,43.153,4.348
LAKE:VERNON 270,36.539047,20.769382,20.131298,9.2032614,5.2578416,3.6707249,4.4284387,92.087997,4.6659999,3.2460001
MCHENRY:ALG 16,28.892817,16.930653,27.705931,6.9048691,6.4098377,3.6614561,9.4946508,51.731998,44.971001,3.2969999
MCHENRY:ALG 25,28.734005,17.346867,26.922613,6.9266191,6.5872607,3.8688567,9.6134834,53.666,42.216,4.118
MCHENRY:ALG 2,37.427525,21.029758,18.644476,9.3146229,5.0036173,4.305511,4.2744513,94.441002,2.734,2.825
LAKE:CUBA 69,29.342636,15.786061,29.38479,6.7183647,5.9519191,3.4137175,9.4024258,47.523998,50.689999,1.786
LAKE:CUBA 68,37.481113,20.170916,20.082899,9.2084417,4.7722845,4.0018497,4.2821794,94.149002,3.723,2.128
MCHENRY:ALG 9,37.591537,20.148369,19.973368,9.1474056,4.6577287,4.1761937,4.3050852,94.115997,3.7880001,2.096
MCHENRY:ALG 30,28.431126,17.940258,26.14143,7.0946693,6.8654742,3.9201744,9.6068926,54.633999,39.970001,5.3959999
MCHENRY:ALG 50,28.681923,17.239038,27.282011,7.0605621,6.5491991,3.6913652,9.4959183,52.145,44.007,3.848
MCHENRY:ALG 27,28.685184,17.136894,27.589737,6.7385921,6.6622701,3.5870047,9.6000118,50.971001,45.361,3.668
MCHENRY:ALG 35,28.616016,17.220398,27.366564,6.9280763,6.6565685,3.6364264,9.5759859,51.576,44.554001,3.8699999
MCHENRY:ALG 26,28.3354,18.131918,26.200233,6.7811837,7.1202416,3.7594185,9.671319,53.764,40.459,5.777
MCHENRY:ALG 19,29.030693,16.652998,28.089136,6.8065271,6.3110127,3.6171861,9.492444,50.898998,46.265999,2.835
MCHENRY:ALG 53,28.726768,16.574852,28.274214,6.9821577,6.3882561,3.4992065,9.5545588,48.993,48.155998,2.8510001
MCHENRY:ALG 28,37.397655,20.836132,18.790993,9.4762201,4.8604732,4.364295,4.2739367,94.420998,2.8629999,2.7160001
LAKE:FREMONT 118,28.695366,16.789928,28.161877,6.8651848,6.5373855,3.4302499,9.5200624,49.083,47.841999,3.075
LAKE:ELA 82,37.548492,20.52951,19.122629,9.5387297,4.7621799,4.2711215,4.2270255,94.603996,2.9949999,2.401
LAKE:CUBA 66,28.548996,16.675133,27.94614,7.1523008,6.4242525,3.6205535,9.6328115,49.403999,47.471001,3.125
MCHENRY:ALG 8,37.59774,20.176815,19.875698,9.2264252,4.657589,4.1795497,4.2863626,94.244003,3.655,2.1010001
MCHENRY:ALG 36,29.178604,16.816292,27.374737,6.9815993,6.1778073,3.9652672,9.5057802,54.257,42.646,3.0969999
LAKE:ELA 87,29.261381,15.945408,28.821909,6.9901214,5.9080715,3.6241891,9.4486876,49.337002,48.613998,2.049
LAKE:VERNON 288,37.447594,20.828827,18.71117,9.5292749,4.847919,4.3816495,4.2535272,94.433998,2.816,2.75
LAKE:ELA 90,29.183052,16.059362,28.826365,6.9170041,6.0273829,3.543925,9.4428549,48.928001,48.944,2.128
LAKE:CUBA 67,29.070393,15.991751,28.982176,6.7445483,6.1380572,3.4842405,9.5889158,47.883999,50.087002,2.029
MCHENRY:ALG 3,38.079136,20.614899,18.734449,9.2101908,4.7380853,4.4325743,4.1905794,95.375,2.4059999,2.2190001
MCHENRY:ALG 62,29.06617,16.489988,28.392578,6.8520021,6.2313385,3.5339892,9.433919,49.970001,47.428001,2.602
MCHENRY:ALG 47,28.826565,16.708906,28.074715,6.8734665,6.4228826,3.549247,9.5444193,50.132999,46.858002,3.0090001
MCHENRY:ALG 4,37.254498,21.246403,18.427166,9.3552704,5.073175,4.3311372,4.3121138,94.086998,2.652,3.2609999
MCHENRY:ALG 58,28.933683,16.808596,27.902262,6.9472184,6.3329186,3.6184294,9.456749,51.166,45.693001,3.141
MCHENRY:ALG 7,28.737904,17.347609,26.862701,6.905139,6.6129985,3.8867781,9.6469603,53.691002,42.129002,4.1799998
MCHENRY:ALG 59,28.489166,17.535095,26.791029,7.2632189,6.6407104,3.7734151,9.5075016,52.957001,42.442001,4.6009998
LAKE:VERNON 290,37.498676,20.030842,20.304096,9.1436052,4.6505928,4.0663476,4.3064666,93.985001,3.9909999,2.0239999
MCHENRY:ALG 51,28.698673,17.123556,27.623434,7.0142689,6.5453258,3.5475411,9.4475965,50.882999,45.495998,3.6210001
MCHENRY:ALG 11,29.033007,15.950158,28.751627,6.9543185,6.0448427,3.6469436,9.6193027,48.665001,49.202,2.1329999
MCHENRY:ALG 57,28.482212,17.197681,27.449402,6.9301648,6.7182956,3.5874283,9.6345987,50.659,45.443001,3.898
LAKE:CUBA 71,37.534077,19.438782,21.384222,8.9565563,4.5284925,3.8215899,4.3366051,93.259003,5.0549998,1.686
MCHENRY:ALG 41,28.775402,17.029457,27.79822,6.7552757,6.5776825,3.5326898,9.5314941,50.778,45.821999,3.4000001
LAKE:ELA 83,29.295799,15.909346,28.929649,6.9112425,5.9198689,3.5916839,9.4424753,48.999001,48.998001,2.003
MCHENRY:ALG 5,37.166565,21.064388,18.981592,9.2272892,5.17871,4.0653496,4.3160014,93.754997,3.1500001,3.095
LAKE:VERNON 283,37.39772,20.569605,19.307262,9.3859653,4.7927232,4.2543497,4.2922673,94.330002,3.174,2.4960001
MCHENRY:ALG 21,28.606195,17.259325,27.47555,6.9794226,6.6424088,3.5535948,9.4834633,51.143002,45.042999,3.8139999
MCHENRY:ALG 12,28.333191,17.303797,27.242847,7.229332,6.6856651,3.6180832,9.5869217,50.617001,45.141998,4.2410002
MCHENRY:ALG 52,37.199329,21.150143,18.595013,9.4773178,5.1004252,4.2077885,4.2701378,93.945999,2.8139999,3.24
LAKE:ELA 80,28.989725,16.529648,28.175501,6.8624859,6.2846522,3.6208532,9.5371609,50.396,46.863998,2.74
MCHENRY:ALG 56,28.483795,17.232956,27.418201,6.9234266,6.7223997,3.5816693,9.6374722,50.875,45.216999,3.908
MCHENRY:ALG 48,28.863111,17.205698,27.193531,6.9952106,6.4653106,3.7943137,9.4831495,53.134998,43.021999,3.8429999
MCHENRY:ALG 55,37.223339,20.576721,19.517847,9.35777,4.8613348,4.1398873,4.3232908,93.829002,3.5320001,2.6389999
MCHENRY:ALG 18,28.725065,17.57897,26.797859,6.9970365,6.637013,3.7856054,9.4785814,53.754002,41.778,4.4679999
MCHENRY:ALG 60,28.732328,16.717176,28.149212,6.9542809,6.4465518,3.4881716,9.5124865,49.428001,47.535,3.0369999
MCHENRY:ALG 39,29.222475,16.573429,27.700069,6.9863076,6.0829582,3.9250124,9.5099726,53.145,44.007,2.848
LAKE:CUBA 70,30.405201,14.330976,31.723833,5.9912567,5.3422627,3.0414436,9.1651592,43.178001,56.183998,.63800001
MCHENRY:ALG 32,28.843126,16.79121,28.21191,6.66886,6.5304756,3.426023,9.5281973,49.612999,47.346001,3.0409999
LAKE:WAUCONDA 354,28.482077,17.512928,27.36832,6.8846622,6.835041,3.4405656,9.4764547,50.826,44.931999,4.243
LAKE:VERNON 276,37.642532,20.260715,19.554867,9.4503918,4.6829357,4.1879621,4.2202287,94.640999,3.171,2.188
MCHENRY:ALG 22,29.112684,16.641773,27.985647,6.9729962,6.1736236,3.6978381,9.4155951,51.707001,45.478001,2.8150001
MCHENRY:ALG 14,28.959864,16.538815,27.982298,6.9099617,6.260591,3.7463551,9.6022243,50.905998,46.23,2.8640001
LAKE:FREMONT 115,29.455307,15.861657,29.152617,6.6722679,5.9203057,3.5232027,9.414547,48.867001,49.283001,1.85
MCHENRY:ALG 54,28.678289,17.498598,27.074589,6.9888692,6.6658053,3.6517303,9.4421549,52.518002,43.113998,4.368
LAKE:WAUCONDA 347,28.521048,17.65044,27.208118,6.8884344,6.8652806,3.4534118,9.4133615,51.344002,44.223,4.4330001
MCHENRY:ALG 49,28.651941,17.147074,27.661789,6.999249,6.5802941,3.5160234,9.4437733,50.625,45.724998,3.6500001
MCHENRY:ALG 42,28.794846,17.154325,27.375816,7.0091286,6.4629426,3.7179894,9.4845982,52.279999,44.066002,3.654
LAKE:WAUCONDA 353,28.234015,18.023195,26.905754,6.9204659,7.0934772,3.3843758,9.4389887,50.987999,43.699001,5.3130002
COOK:7507003,32.539474,30.354979,11.367057,9.7791243,8.6313524,3.5386887,3.7891111,58.869999,.428,40.702
COOK:9600016,28.811167,17.161993,27.115124,7.1276007,6.4088669,3.8623159,9.5130463,53.353001,42.861,3.786
COOK:9600077,28.229828,18.285879,25.624086,7.1553383,7.0296264,3.9946187,9.68085,55.236,38.384998,6.3790002
CITY OF CHICAGO:WARD 50 PRECINCT 18,28.730953,17.948624,27.512775,6.3969522,6.0221,3.8551068,9.5335064,51.092999,44.382999,4.5240002
CITY OF CHICAGO:WARD 49 PRECINCT 06,26.007259,36.952915,12.207559,9.6159296,7.5581231,3.8248014,3.8334939,9.9840002,.37099999,89.646004
CITY OF CHICAGO:WARD 50 PRECINCT 27,30.049648,15.687812,29.65262,6.4688773,5.6744795,3.3836064,9.0828838,49.480999,49.033001,1.4859999
CITY OF CHICAGO:WARD 50 PRECINCT 25,37.750565,19.933809,20.393156,8.9768276,4.6988025,3.9711149,4.275598,94.165001,3.9590001,1.876
COOK:7501001,32.483826,30.24935,11.463141,9.6370497,8.7646084,3.4905937,3.9111962,58.984001,.46000001,40.556
CITY OF CHICAGO:WARD 50 PRECINCT 14,28.708103,18.040861,27.435455,6.4048805,6.0192122,3.86955,9.5220718,51.178001,44.137001,4.6849999
CITY OF CHICAGO:WARD 50 PRECINCT 16,30.028042,15.686753,29.69132,6.4425368,5.6828318,3.375484,9.0931854,49.370998,49.209,1.42
COOK:8000076,26.088303,14.483515,35.96085,6.2572083,5.4843802,3.3000088,8.4260378,14.669,84.723999,.60699999
COOK:8200027,37.049999,21.159529,18.793232,9.4371605,5.1710439,4.0967922,4.2920895,93.591003,3.122,3.2869999
COOK:8200062,37.479622,19.946611,20.333961,9.1427794,4.5334349,4.2083855,4.3550282,93.855003,4.1599998,1.985
COOK:8000011,29.302721,16.326853,28.073343,6.8550525,6.0393519,3.8605766,9.5420599,52.250999,45.257999,2.4909999
COOK:8300033,24.175018,13.258363,32.594025,5.6781192,4.9328303,3.1859834,16.1758,18.188999,80.809998,1.001
COOK:9600080,28.700729,17.201309,26.961485,7.0723133,6.5156527,3.9042418,9.6439667,53.514,42.536999,3.9489999
CITY OF CHICAGO:WARD 50 PRECINCT 26,28.984964,16.396097,28.124155,6.9098072,6.2158885,3.7446525,9.6246662,50.700001,46.624001,2.6760001
COOK:9600006,36.814003,21.212605,18.667789,9.6857824,5.1578984,4.1424723,4.3192396,93.375999,3.0480001,3.576
COOK:9600063,29.241785,16.709406,28.086765,6.8361526,6.2012668,3.6021957,9.3224106,51.713001,45.426998,2.8599999
COOK:9600067,29.647211,15.914578,28.684525,6.6693535,5.8165984,3.8035643,9.4641743,51.618999,46.448002,1.933
COOK:8000073,30.16943,15.725554,29.584005,6.4494543,5.6184959,3.4246092,9.0284014,50.237,48.299999,1.4630001
COOK:8200011,34.776276,18.683147,25.803883,8.4433451,4.4572701,3.8598912,3.9763942,79.505997,18.51,1.984
COOK:8200012,43.189285,18.834888,16.914677,8.5144997,4.8608923,3.7380943,3.9478788,99.380997,.35499999,.264
COOK:8300039,36.197975,18.798992,19.897572,8.4301624,4.3851404,3.8786149,8.4115791,93.138,4.836,2.026
COOK:8200030,29.412279,16.559105,28.084784,6.8811069,6.0428929,3.7177353,9.3021498,52.609001,44.841999,2.549
COOK:8200025,37.235016,20.96788,18.845724,9.3926105,4.9948339,4.2622128,4.3014631,94.033997,3.0020001,2.964
COOK:8000031,26.059313,14.881618,35.5522,6.1032605,5.6895237,3.2721093,8.4417019,15.463,83.797997,.73900002
COOK:8000051,28.285696,17.253696,27.523771,6.7721548,6.932054,3.4800541,9.7521763,49.543999,46.455002,4.0009999
CITY OF CHICAGO:WARD 50 PRECINCT 12,28.710014,15.55142,29.077511,6.2153397,6.4383965,3.6891637,10.318386,46.271,51.798,1.931
COOK:9600017,29.038292,17.229412,26.737232,7.0838547,6.3193312,4.0805044,9.5115671,55.623001,40.555,3.822
CITY OF CHICAGO:WARD 50 PRECINCT 19,37.649101,20.704618,18.794212,9.4622431,4.7898436,4.3741312,4.2254901,94.750999,2.7379999,2.5109999
COOK:8300057,33.274742,18.018133,24.779322,8.0356722,4.3656049,3.7275155,7.7989783,77.75,19.679001,2.5710001
COOK:8000040,29.285807,15.96355,29.145967,6.6955247,6.0432835,3.4325683,9.4332123,48.286999,49.808998,1.904
COOK:8200048,28.66218,17.136698,27.616125,6.7721272,6.6658773,3.5660689,9.5809269,50.883999,45.523998,3.592
COOK:8200004,29.551693,15.655554,29.365631,6.3525167,5.9748483,3.530174,9.5694027,48.494999,49.856998,1.648
COOK:8000074,34.481358,19.140713,25.316923,8.5212984,4.6719985,3.8399959,4.0277367,79.565002,17.888,2.5469999
COOK:9600072,36.748158,21.761827,17.928698,9.6327858,5.3996792,4.2178912,4.3113203,93.268997,2.5710001,4.1599998
CITY OF CHICAGO:WARD 50 PRECINCT 09,30.028139,15.691952,29.671202,6.4520316,5.6847053,3.3719521,9.1001768,49.436001,49.123001,1.441
COOK:8200008,30.595869,27.707706,16.915844,10.289639,6.0693173,4.4011569,4.0204344,59.652,4.3260002,36.021999
COOK:8200032,37.463005,19.765764,20.84952,9.0043192,4.6184239,3.9551682,4.3438764,93.518997,4.6149998,1.8660001
COOK:8200005,30.092215,14.754744,30.767597,6.0738149,5.5524969,3.321085,9.4380932,45.449001,53.675999,.875
COOK:8000083,29.510122,16.217865,28.524851,6.9887934,5.8413277,3.6708624,9.2461777,51.554001,46.224998,2.221
COOK:8000063,26.594555,15.086661,34.866631,6.255671,5.4325995,3.5459869,8.2181463,18.743999,80.389999,.866
COOK:8300005,23.612574,13.236721,32.502609,5.5101452,5.2406712,3.0830278,16.814316,16.921,82.019997,1.059
COOK:8200036,30.115324,28.846306,15.149589,10.461987,6.5768175,4.714376,4.1355667,53.511002,2.6489999,43.84
COOK:8200052,29.558445,15.810073,29.183153,6.664259,5.8719611,3.5325716,9.3793421,49.27,49.006001,1.724
COOK:8200054,37.699665,20.179087,19.596252,9.2724323,4.5205216,4.4376049,4.2941728,94.600998,3.3050001,2.0940001
COOK:8000020,37.549194,20.345098,19.75872,9.2241774,4.8191438,4.0430751,4.2603974,94.269997,3.4530001,2.277
COOK:8200051,28.734032,16.743044,27.834841,6.8000093,6.5077362,3.6689322,9.7115936,50.73,46.181,3.089
COOK:9600043,28.725342,18.654758,25.524731,6.9718747,6.9518433,3.9000111,9.2713308,57.257,36.136002,6.6069999
CITY OF CHICAGO:WARD 50 PRECINCT 17,37.980362,20.663506,18.674246,9.3302135,4.766665,4.3994374,4.1853547,95.336998,2.369,2.2939999
COOK:8000069,26.129124,14.548859,36.138756,5.9973345,5.5850844,3.1842122,8.4165792,14.375,85.061996,.56300002
COOK:8300009,36.253983,18.979494,19.211544,8.94345,4.3347392,4.0570045,8.219264,93.625999,4.1830001,2.191
COOK:8000044,34.950184,18.64645,25.274441,8.9229889,4.3205075,3.9954572,3.8896439,81.512001,16.441999,2.046
COOK:9600079,37.285603,21.310965,18.063576,9.5195732,4.9629245,4.5650139,4.292243,94.279999,2.4159999,3.3039999
COOK:9600056,29.797924,15.730906,28.911551,6.6270194,5.7126298,3.7913873,9.4280949,51.096001,47.139999,1.7640001
COOK:8000075,29.405518,16.124752,28.712902,6.7831712,5.9888296,3.5909007,9.394186,50.213001,47.612999,2.174
COOK:8000046,29.323145,16.683487,28.089018,6.7542925,6.1760163,3.6341805,9.3399105,52.075001,45.215,2.71
COOK:8000058,29.543148,16.364939,28.531965,6.6938124,6.0191226,3.5794911,9.267374,51.57,46.102001,2.3280001
COOK:8200022,36.95359,21.229467,18.754871,9.3519793,5.1740112,4.180656,4.355422,93.454002,3.069,3.477
